placa,cd_modelo,chassi,ano,cor
"MUO7364   ",28,84036839675,2009,CINZA
"PMO0942   ",70,51850566151,2018,VERMELHO
"PAY2064   ",80,28122143405,2012,CHUMBO
"MRA0712   ",84,59949898027,2010,BRANCO
"GFQ2765   ",9,87042339239,2005,CHUMBO
"EPR2503   ",5,24102622207,2011,CHUMBO
"UUA8621   ",9,92742873920,2003,CHUMBO
"MKP2111   ",92,65929165405,2001,CHUMBO
"NLN3172   ",47,23209125512,2022,CINZA
"KCT3675   ",24,12080849344,2004,CHUMBO
"RQX3027   ",69,53871506512,2023,PRETO
"DEV3550   ",59,50554839053,2003,AMARELO
"ISL6619   ",14,36619756677,2015,CHUMBO
"WZD3348   ",33,93532238457,2015,CINZA
"CBX4363   ",56,22188722651,2020,CHUMBO
"ZKS3186   ",98,34659354236,2011,CHUMBO
"DQO1126   ",5,60372725910,2014,CHUMBO
"GTM7570   ",75,64496316863,2006,PRETO
"XOX4736   ",60,62044317506,2022,PRATA
"KEA5902   ",72,59032199885,2008,AMARELO
"CKY0632   ",27,57921448738,2012,CHUMBO
"NKX5354   ",100,49698738261,2012,CHUMBO
"NHM8232   ",31,83412430243,2024,CINZA
"KUZ2996   ",33,21058126677,2005,BRANCO
"XLB3182   ",97,74901501270,2013,CHUMBO
"AGV3972   ",58,82882688458,2021,CHUMBO
"NUI6234   ",61,16365315845,2016,CHUMBO
"FFE0825   ",83,91472540427,2022,VERMELHO
"NBD3167   ",45,19151518286,2014,CHUMBO
"STZ6701   ",61,66528546139,2001,PRETO
"GHI9828   ",27,57673050947,2016,PRATA
"GJU2600   ",49,47986131624,2002,PRATA
"PXB7305   ",58,53674372148,2015,BRANCO
"RVY6983   ",50,76709009914,2004,AMARELO
"WON0148   ",33,59289817435,2022,CINZA
"PJP8953   ",45,45595056593,2019,PRATA
"PLX8542   ",52,21491950779,2001,CHUMBO
"ILN6635   ",36,67288457589,2023,PRATA
"SEV1392   ",90,53540584146,2001,CHUMBO
"NIP0334   ",41,36687747157,2005,CHUMBO
"HKI3687   ",58,35923932421,2000,BRANCO
"UWY1820   ",18,83916756211,2014,CHUMBO
"JDM2260   ",43,91711769296,2013,CHUMBO
"WOU0481   ",68,48922362322,2022,CHUMBO
"PZU0314   ",13,44470038566,2012,VERMELHO
"FYG1513   ",98,58489921287,2021,PRATA
"ZBU2614   ",36,81847152866,2011,PRETO
"JJU1035   ",3,98637310400,2003,CINZA
"PBJ0805   ",75,81086464915,2024,VERMELHO
"RON2697   ",17,12521217450,2011,CHUMBO
"OUG4566   ",46,87813226415,2022,CHUMBO
"NAX9760   ",83,30029623262,2021,CHUMBO
"SGR2748   ",39,57108052152,2002,CINZA
"RWO4268   ",18,86682549094,2004,AMARELO
"GDW7934   ",27,47175414606,2011,PRATA
"OZI6696   ",100,44257144129,2021,CHUMBO
"VUT6215   ",83,64031787250,2023,CHUMBO
"MWP6049   ",75,15103616508,2017,PRETO
"VYF2325   ",21,35097271389,2013,PRETO
"EQP4205   ",72,32898928839,2011,CHUMBO
"BSN2401   ",16,22975871097,2010,CINZA
"BOU7438   ",43,14076114091,2019,VERMELHO
"VLP1047   ",53,95471528183,2006,CHUMBO
"JVI6654   ",87,89519663972,2001,PRETO
"FFV6300   ",76,52757903254,2005,PRETO
"PWR8158   ",22,59482748441,2022,AMARELO
"NJO2047   ",18,17687928904,2018,CINZA
"RRG7610   ",84,78979739964,2018,AMARELO
"VDM8953   ",14,17369060177,2023,CHUMBO
"QWZ1053   ",2,84789517250,2000,BRANCO
"HAC8775   ",23,38051555972,2019,PRATA
"JWX3585   ",51,87456569175,2024,AMARELO
"RVQ1851   ",92,14659464267,2014,CINZA
"MKP2450   ",44,53515820483,2001,CHUMBO
"TOE8103   ",40,53894674009,2018,CHUMBO
"BAU3457   ",65,87518907025,2012,CHUMBO
"KKQ7782   ",68,30798503727,2001,CHUMBO
"IPF2350   ",81,11194576593,2001,BRANCO
"WSA3819   ",60,23481953786,2015,CHUMBO
"BEV3392   ",28,64903602015,2013,PRETO
"URN7195   ",51,99742130428,2018,PRATA
"SJX5419   ",74,73892740243,2003,CINZA
"UAX6038   ",27,35880273601,2013,CINZA
"YPX9141   ",74,88243418596,2003,CHUMBO
"QNB1779   ",41,40213678138,2003,CINZA
"GHD2533   ",70,54887547556,2011,PRATA
"FOC4212   ",23,48860654791,2024,VERMELHO
"XMJ6133   ",76,72427928696,2009,PRATA
"MTX3355   ",36,44858853817,2018,VERMELHO
"MEK7699   ",91,89250805619,2012,PRATA
"AXW5943   ",10,73066319353,2011,BRANCO
"JYK8914   ",3,67760384357,2001,CINZA
"BOQ6644   ",82,82252298914,2024,CINZA
"PXF8118   ",38,72491295299,2019,VERDE
"JUO0653   ",23,22351413216,2007,BRANCO
"VNQ4117   ",87,73019215068,2021,CINZA
"MCB5208   ",72,11007634833,2000,CINZA
"HSM9429   ",77,17717280821,2010,AMARELO
"VCR3261   ",24,60966127120,2023,PRATA
"AUT1935   ",98,80585644595,2009,CHUMBO
"WHT7887   ",15,92296744681,2006,CHUMBO
"NEP5406   ",58,92203124603,2018,AMARELO
"RXM4460   ",26,46400148514,2016,CHUMBO
"MUZ6730   ",50,94465022307,2011,BRANCO
"BHQ7700   ",96,63004800739,2009,CHUMBO
"HUM2118   ",14,26623249739,2014,BRANCO
"NOF7651   ",18,92190101137,2018,PRATA
"GRZ6249   ",64,11114656988,2014,VERMELHO
"QNS6086   ",75,86772734938,2017,CHUMBO
"CHF0949   ",46,62776228328,2000,AMARELO
"WBT3067   ",54,70806532338,2013,CHUMBO
"XXU0731   ",38,23631543562,2007,PRETO
"BPQ9950   ",38,67012168344,2022,AMARELO
"JUZ2768   ",60,88951936909,2015,BRANCO
"MHY4988   ",41,72291837137,2013,CHUMBO
"DIQ7259   ",44,88986904534,2005,BRANCO
"AMI0375   ",12,28271237853,2013,CHUMBO
"MHX4451   ",96,47175057956,2022,BRANCO
"FTW9270   ",69,39784221888,2002,PRATA
"RWO1581   ",68,28587397508,2021,BRANCO
"YZB5592   ",38,47061562081,2008,PRETO
"FXI1193   ",31,82980895322,2011,CINZA
"NAY4206   ",2,83932695825,2016,PRATA
"ALG9923   ",63,13435301944,2005,CINZA
"LVJ4433   ",64,67906727865,2018,PRATA
"WWO4378   ",14,71388503188,2006,CHUMBO
"VLV8722   ",78,89017876170,2022,AMARELO
"WDL8700   ",2,53331084254,2001,CINZA
"IOT7520   ",87,47975007539,2019,CINZA
"MDR2047   ",57,12734893416,2003,VERDE
"IWD0035   ",50,57621129959,2015,CHUMBO
"FHF8832   ",74,26908426401,2020,PRETO
"CAH7494   ",77,37963495527,2011,VERDE
"CGL4559   ",20,97599783184,2010,CHUMBO
"RUN8184   ",41,17338423272,2012,BRANCO
"DWS1320   ",100,25529400282,2012,CHUMBO
"BBK9231   ",59,89794811266,2011,CINZA
"IVN8452   ",62,91280908867,2006,CHUMBO
"SEA3888   ",88,48051999093,2021,BRANCO
"BPM7910   ",41,77037078912,2002,CHUMBO
"XOH2820   ",18,71622465037,2008,PRETO
"GTC8221   ",9,63519105404,2013,PRATA
"ARB5558   ",17,74314830854,2001,CINZA
"MPS7977   ",28,45502295702,2018,PRATA
"VPN9897   ",84,82402583424,2012,CHUMBO
"UFB0844   ",93,66636869625,2006,CINZA
"ZLJ9988   ",23,68509746806,2017,CINZA
"DRB6114   ",24,70467270691,2021,BRANCO
"ELY8363   ",5,10904295352,2022,PRATA
"YQR4805   ",41,45658075975,2007,PRATA
"ECR8680   ",31,72247954059,2021,PRATA
"RFC8975   ",69,27863259895,2022,CINZA
"MMW5160   ",67,77254199421,2009,CHUMBO
"ATF3562   ",5,47298460068,2000,BRANCO
"ECI6651   ",25,87223080233,2006,CINZA
"TRT8573   ",89,98417588190,2016,CHUMBO
"VXD6048   ",85,48352702811,2015,VERMELHO
"CNS3481   ",8,37391108001,2003,CHUMBO
"BVW5039   ",6,48343345632,2004,AMARELO
"GOD8039   ",38,33969370365,2020,VERMELHO
"RSD2658   ",14,46884724329,2019,CHUMBO
"DFG5363   ",4,56772684737,2020,CHUMBO
"CJC3979   ",3,37789806018,2010,VERMELHO
"HAE1745   ",15,74367634457,2018,PRETO
"TQA0275   ",64,86147869782,2024,CHUMBO
"DAS1711   ",72,29170903923,2015,CHUMBO
"HYB5452   ",3,50191800921,2018,BRANCO
"OJQ1057   ",68,45405237703,2009,PRETO
"WQR6861   ",18,88600467522,2012,AMARELO
"MUU7527   ",5,88859991704,2006,PRETO
"MIC5882   ",55,45242058012,2020,VERMELHO
"XWC1307   ",22,39053517976,2001,BRANCO
"RRQ0195   ",86,52319907772,2024,CINZA
"ESF4481   ",82,94346123038,2019,CHUMBO
"ZXR1062   ",27,28552640479,2006,CHUMBO
"DQB5119   ",5,98425606319,2023,CINZA
"SFY7613   ",46,15024023421,2003,CINZA
"HWW9256   ",14,13050234619,2016,BRANCO
"QEC4332   ",91,33794731103,2013,CHUMBO
"MJT4450   ",46,15151506681,2016,PRATA
"QLE4919   ",90,19885235828,2023,CHUMBO
"IYE5207   ",16,44992095948,2023,AMARELO
"ICL3279   ",15,46537849022,2008,AMARELO
"KPJ7046   ",73,86258624775,2014,VERMELHO
"MJF1297   ",55,38765641168,2011,BRANCO
"DNM1369   ",7,29895249784,2014,BRANCO
"EIQ1699   ",29,33139992968,2016,PRATA
"FLX1281   ",56,57306413710,2013,PRATA
"REP0717   ",3,86859310110,2013,PRETO
"TZK1015   ",5,88629776943,2018,PRETO
"PJJ0624   ",33,18165482025,2018,CHUMBO
"WBU5631   ",45,46802252351,2006,CHUMBO
"EBY9672   ",95,58175454903,2007,CHUMBO
"KVJ3918   ",68,33862972160,2007,CINZA
"WTD6941   ",15,68511219925,2004,CHUMBO
"HAV2563   ",78,98127909315,2010,CHUMBO
"WGS6031   ",100,30773298631,2011,CHUMBO
"ZFY6862   ",22,91779959433,2024,BRANCO
"HUS1617   ",16,31379006445,2017,CHUMBO
"KZI1165   ",56,20241109695,2011,AMARELO
"JFE0806   ",67,14277660353,2018,VERMELHO
"XXS0204   ",66,25312646942,2018,CHUMBO
"YBP3362   ",43,10212431965,2004,CHUMBO
"PWK1740   ",23,72285971900,2017,BRANCO
"BCV5654   ",62,90743587913,2001,VERMELHO
"XYX5241   ",16,83509274503,2017,CINZA
"USM8497   ",26,92921019752,2003,VERMELHO
"KGK3823   ",47,45883508022,2007,CINZA
"WIO9876   ",94,42187715505,2003,AMARELO
"MGC2289   ",74,98590322749,2001,PRATA
"PAF5540   ",21,18992885358,2022,BRANCO
"NZH8128   ",69,72721057772,2009,BRANCO
"GPD5995   ",89,27540108015,2009,AMARELO
"ASC8230   ",87,53115803740,2003,PRETO
"OEG5873   ",78,96586407501,2021,AMARELO
"SUJ9858   ",40,92178767882,2017,CHUMBO
"HME7552   ",21,95081793605,2001,PRATA
"OEG8537   ",6,78235679782,2010,AMARELO
"QTG5852   ",82,94601047775,2011,CHUMBO
"MRN9035   ",38,66227184902,2014,CHUMBO
"WSG4539   ",69,18659082551,2012,VERMELHO
"DNC7285   ",5,41812861823,2020,CHUMBO
"GNK4034   ",74,42694008664,2002,CHUMBO
"PHZ8669   ",26,72255116353,2006,CHUMBO
"MLP9300   ",40,86388781024,2002,CHUMBO
"OAP3007   ",53,53804131599,2019,CHUMBO
"XQL5373   ",48,14671215067,2000,PRETO
"GID6308   ",30,44807602543,2003,CINZA
"HFI0398   ",42,41382910160,2008,VERMELHO
"SEK6378   ",32,83667936181,2006,AMARELO
"VPE6942   ",78,14686127688,2018,CHUMBO
"XMY4660   ",90,28703906594,2015,CHUMBO
"TMT7893   ",38,39479197801,2022,BRANCO
"VDF6266   ",46,28450308879,2008,PRATA
"ZWL0337   ",91,46630543234,2012,CHUMBO
"YSI7282   ",40,82912497230,2024,VERMELHO
"PTO1591   ",54,11067281212,2000,AMARELO
"FDK9156   ",65,68168482428,2024,CHUMBO
"RIJ5191   ",4,46460553330,2001,PRETO
"EZQ5481   ",35,97571643500,2015,CINZA
"COL7894   ",10,95714772863,2017,VERMELHO
"XIX5040   ",56,73540864921,2023,BRANCO
"RNB4427   ",85,60740746497,2023,AMARELO
"LGH2282   ",45,39798791354,2005,CHUMBO
"RYE2473   ",97,79506974345,2018,BRANCO
"YSE2747   ",49,54486909631,2011,PRATA
"BAM0034   ",74,41848296948,2001,AMARELO
"LOP0188   ",67,88210507262,2016,PRATA
"UEB2335   ",10,42280047451,2022,VERMELHO
"WLD3086   ",46,43392363081,2004,BRANCO
"INM6190   ",68,10245352561,2022,CINZA
"HST6699   ",35,81997030267,2010,CHUMBO
"IDL0116   ",35,25519142927,2010,CHUMBO
"HPB3628   ",11,12022392609,2023,VERDE
"FOQ1677   ",24,77671626760,2019,PRETO
"AYP4649   ",81,82876924684,2015,CHUMBO
"OAT6901   ",43,44505114066,2008,PRATA
"VAP0075   ",97,57277903630,2012,PRETO
"UHB7730   ",54,56412178234,2013,CHUMBO
"FAP4215   ",53,32598590656,2013,CHUMBO
"SZY6701   ",28,28060073944,2015,BRANCO
"QPE9970   ",55,87224589521,2010,CHUMBO
"BBM1481   ",71,74304274601,2021,CHUMBO
"FAK0317   ",89,45451399653,2004,PRATA
"LQM2989   ",81,23268186164,2012,BRANCO
"WGG2555   ",66,46155735396,2020,PRATA
"DGI9261   ",15,51775817091,2007,CHUMBO
"LWX7239   ",62,11817213462,2011,PRATA
"RJA9585   ",13,31615395399,2013,PRATA
"YVB4241   ",100,62342707651,2021,PRETO
"VBK1772   ",71,40217283949,2013,BRANCO
"GYW8792   ",99,64403539586,2023,AMARELO
"VQG0841   ",35,83058686049,2010,VERMELHO
"ZAQ7471   ",39,44393682024,2004,PRETO
"JKG7226   ",61,16049677335,2001,CINZA
"XVI2445   ",9,40838978902,2010,AMARELO
"CJK9798   ",58,81723154046,2020,PRETO
"EZJ9563   ",36,41748068201,2003,BRANCO
"MIT6626   ",50,61279164893,2020,BRANCO
"HKY7637   ",66,53493195714,2000,CHUMBO
"ZYH3209   ",17,26816022370,2018,CINZA
"CVM1413   ",46,80348067925,2007,CHUMBO
"ERY6252   ",12,80328232779,2001,VERMELHO
"NZC1367   ",82,23792107304,2016,CHUMBO
"EKQ7573   ",41,74673823209,2004,VERMELHO
"KUW6900   ",33,74694441937,2009,PRATA
"VRP6455   ",68,78650781688,2006,PRATA
"HWH6052   ",14,86358000118,2023,CHUMBO
"KGQ3519   ",97,73171162338,2004,BRANCO
"CUE3548   ",52,75283411718,2010,AMARELO
"BGN1122   ",32,84755804690,2024,AMARELO
"DZP7264   ",62,77496425868,2018,PRATA
"MIU6714   ",10,26076576468,2000,CHUMBO
"FXJ8148   ",4,29565485755,2008,VERMELHO
"FHF0546   ",70,55382365931,2012,CINZA
"PHI4554   ",5,62751934010,2024,VERMELHO
"JHP0888   ",90,80074886228,2009,CINZA
"VCU2119   ",89,50490275262,2011,CHUMBO
"ZNN1275   ",64,17598130765,2013,AMARELO
"ZBK4577   ",69,63718338554,2024,CHUMBO
"UIL0019   ",78,28077285680,2009,PRATA
"AWC9636   ",28,60834279067,2021,CHUMBO
"KBW3717   ",61,44353743470,2004,VERDE
"WQT1408   ",96,18333299508,2023,PRATA
"FGA6271   ",11,68603949886,2009,AMARELO
"FOZ7898   ",63,95221372245,2006,CHUMBO
"ILG1376   ",18,69183070303,2013,PRATA
"FPI6205   ",99,98001495963,2004,AMARELO
"RRA9806   ",73,16218032601,2016,BRANCO
"OPJ6374   ",10,81763915745,2013,BRANCO
"EFV1969   ",58,77522620950,2007,PRATA
"WKL8719   ",8,96141547994,2003,BRANCO
"ADV2759   ",13,46225737072,2004,PRATA
"JEP5654   ",21,70282402405,2008,CHUMBO
"UZC8310   ",47,24150557852,2004,CINZA
"ZPA6133   ",21,52496525122,2024,CHUMBO
"LVH7911   ",44,87666741505,2008,CHUMBO
"SLW9813   ",20,55630297940,2021,BRANCO
"HSK3703   ",27,13085928410,2020,CHUMBO
"XAE2008   ",60,69450123822,2016,BRANCO
"KKT9090   ",38,83100296374,2014,VERMELHO
"BSB6640   ",92,30651867146,2003,BRANCO
"BUA9606   ",58,22677422152,2024,CHUMBO
"BVF0023   ",54,27830913124,2024,PRETO
"ZIH1076   ",32,18791910365,2017,AMARELO
"GVZ2062   ",85,87131089095,2005,CHUMBO
"UWA5423   ",30,54150458436,2000,BRANCO
"GRQ1032   ",41,51390360469,2013,PRATA
"IEY7028   ",64,90149557307,2016,BRANCO
"SMY9842   ",71,53943174133,2023,VERMELHO
"FFV0608   ",40,27887190271,2001,CINZA
"BBW0267   ",60,17947976242,2004,CHUMBO
"XGV5370   ",97,42813469940,2010,CHUMBO
"QZT8675   ",5,87690613208,2000,BRANCO
"SJL9921   ",85,25573745831,2023,VERMELHO
"EHN6466   ",56,45719324262,2024,CHUMBO
"MLS3522   ",39,92107143595,2000,VERMELHO
"NBZ2045   ",77,92078560341,2023,AMARELO
"WTC7368   ",43,72637441454,2002,CINZA
"TWY0772   ",77,76523796880,2014,PRETO
"DQD4481   ",55,58244462904,2016,VERMELHO
"WAD0964   ",77,98551577778,2013,BRANCO
"TMY0850   ",54,85917519360,2003,CHUMBO
"RHZ6976   ",99,11889749365,2007,PRATA
"YEI9015   ",49,95664495944,2018,PRETO
"KMD4071   ",81,95939949555,2016,CHUMBO
"ANR7122   ",76,57416288268,2001,VERMELHO
"TXP5010   ",28,97158670556,2003,PRETO
"XKT6896   ",34,54529502986,2010,BRANCO
"AWR6203   ",97,66288389393,2019,PRATA
"AAF4766   ",39,57605982979,2002,PRETO
"KQS5489   ",36,61497546375,2023,CHUMBO
"OID5956   ",2,70654276488,2008,PRATA
"JJT7079   ",93,58443424355,2002,CHUMBO
"AXY0247   ",96,38842411315,2015,VERMELHO
"CHS0468   ",98,24246443097,2007,CHUMBO
"SEC3587   ",13,10925883112,2008,BRANCO
"NOW5600   ",100,48463586047,2023,AMARELO
"ZIT2200   ",64,27223852764,2016,CHUMBO
"HXC6244   ",77,65973291767,2009,AMARELO
"AEY8785   ",44,14298860994,2000,CHUMBO
"EES1535   ",49,79858228107,2000,CHUMBO
"BBV0269   ",75,35370215710,2022,PRATA
"LBD9115   ",7,33985366725,2004,CINZA
"MVR0266   ",64,95057854386,2001,BRANCO
"PMV1257   ",73,58110411332,2011,PRATA
"TTR4423   ",15,41870367841,2014,BRANCO
"MUR3904   ",62,76491706386,2021,VERMELHO
"JNC5776   ",96,57687149351,2009,PRETO
"VET8442   ",66,59966539081,2011,BRANCO
"HCU7896   ",54,94910399564,2013,VERDE
"ZOB6364   ",59,62332737587,2017,BRANCO
"QGT4996   ",64,61265485920,2006,VERMELHO
"BRC9095   ",14,42414848239,2019,VERMELHO
"FFG3183   ",46,77301567862,2002,CHUMBO
"LOM9495   ",59,29887044990,2019,CHUMBO
"EMY4431   ",96,80759798712,2006,CHUMBO
"FAT7564   ",55,85294286495,2021,BRANCO
"QTH2258   ",76,29970676940,2017,CHUMBO
"GNW3603   ",45,56427091275,2022,BRANCO
"FCD1674   ",7,11736849617,2012,CHUMBO
"MFP7346   ",43,77386155936,2015,VERMELHO
"HYP6415   ",18,39481951927,2024,PRATA
"NQZ8806   ",92,55167698345,2005,PRETO
"XZQ8381   ",73,91302111143,2015,PRATA
"XIJ8442   ",97,71829470516,2024,VERMELHO
"EWY7104   ",37,43780061610,2009,VERDE
"TXB1802   ",76,35126862777,2009,CHUMBO
"WFP6913   ",17,63315227087,2009,PRETO
"NZK7483   ",26,21515507029,2016,CINZA
"LRX1452   ",45,32853952342,2009,CHUMBO
"STW1796   ",12,67334360916,2022,AMARELO
"NQH6013   ",21,45608273555,2002,BRANCO
"EAK9695   ",29,28216017287,2024,BRANCO
"AVA6897   ",49,15940185956,2015,PRATA
"SCJ4540   ",45,92206697809,2017,PRATA
"FYW8339   ",50,77555060509,2021,BRANCO
"KAR3688   ",14,90166128958,2021,BRANCO
"YXK9476   ",96,10845494959,2005,BRANCO
"HEG0631   ",18,36512104958,2022,CHUMBO
"ILM4667   ",95,39542966484,2023,VERDE
"QNR4589   ",60,13272745908,2007,CHUMBO
"LWE5122   ",66,71318938377,2020,PRATA
"ZDF8957   ",39,30962827967,2008,VERMELHO
"IYN4486   ",28,17019710950,2016,CINZA
"CYF0530   ",56,65131585345,2005,PRATA
"VLH3934   ",4,61701782181,2001,PRETO
"SLR2043   ",30,86484952050,2004,CHUMBO
"OQG2750   ",71,36002593986,2006,VERMELHO
"QYN2473   ",91,32567820563,2002,PRATA
"FJR3106   ",79,55918911224,2004,PRETO
"DMJ9207   ",20,59791942357,2018,PRETO
"JMJ6755   ",30,68553796642,2004,PRATA
"NJV0773   ",33,59216445857,2003,CINZA
"FAL2441   ",36,84842269262,2005,CHUMBO
"TYB6023   ",79,26418060325,2010,PRATA
"CFX3006   ",99,27317187857,2005,VERDE
"YUG2025   ",84,60343054601,2000,AMARELO
"LTV2234   ",23,84981402195,2024,VERMELHO
"YEK9087   ",78,45234531020,2004,PRATA
"UOF5969   ",84,58112229912,2001,PRATA
"EEL3078   ",63,42760569945,2017,BRANCO
"MAA8669   ",70,55937127908,2023,PRATA
"XML7034   ",65,35164254071,2010,CHUMBO
"GPP6247   ",55,49477043077,2024,CHUMBO
"BZZ5690   ",76,19986668217,2017,PRETO
"VNP8720   ",69,32507862335,2006,CHUMBO
"XWI7654   ",63,11541614886,2000,BRANCO
"FHQ5377   ",73,11163703151,2011,PRATA
"KCJ0815   ",72,34570847036,2019,CHUMBO
"MWV3370   ",7,66631067085,2024,AMARELO
"IGC5960   ",51,70061117641,2002,CINZA
"YUT2201   ",47,95916663663,2019,CINZA
"QVG8367   ",82,46039002388,2003,CHUMBO
"RFN1193   ",39,58155753029,2020,CINZA
"HGX6556   ",91,89597207097,2015,BRANCO
"FIM3904   ",50,92280480268,2014,AMARELO
"YAD0608   ",84,30451245786,2012,BRANCO
"TVE8129   ",38,67633461888,2015,BRANCO
"OEU7398   ",67,98904672038,2017,AMARELO
"VWD5406   ",30,55541337153,2019,CHUMBO
"ZYH4284   ",18,76229266098,2022,CHUMBO
"LCS8489   ",78,96166002449,2002,CHUMBO
"JUA6925   ",26,10459127350,2010,CINZA
"TQB0421   ",89,90011066386,2003,PRETO
"NMH4178   ",77,68866754493,2017,BRANCO
"SQH4631   ",14,56957858837,2005,CHUMBO
"CKH9000   ",32,33887789341,2013,VERDE
"SMS5461   ",96,80272617090,2000,PRATA
"NNP8132   ",57,74826006849,2014,VERMELHO
"ONR6505   ",28,55285899443,2022,BRANCO
"DKL7254   ",3,90369606327,2008,PRETO
"WAQ2498   ",37,82390956802,2017,PRETO
"KHJ2550   ",4,26967089959,2003,CHUMBO
"PCR9715   ",87,66652691851,2005,AMARELO
"QJS4016   ",21,56019815762,2018,CINZA
"DUV1844   ",24,90117899109,2013,BRANCO
"VEM7798   ",11,16584197392,2024,VERMELHO
"TZK4395   ",60,82694692087,2019,PRATA
"YQF5540   ",34,96302397810,2019,VERMELHO
"PSK4486   ",44,87265231861,2014,VERMELHO
"KFD3673   ",76,67918767379,2009,CHUMBO
"CZP2559   ",54,46432245505,2004,PRATA
"URH5213   ",70,19952155688,2013,AMARELO
"ETI3427   ",73,43563948690,2008,VERMELHO
"SWS6213   ",80,95299548121,2006,CINZA
"RGH0822   ",92,32778893151,2006,CINZA
"GDE6026   ",58,69829064687,2011,CHUMBO
"NSH1066   ",64,72400962855,2021,AMARELO
"FOW0666   ",87,62750857815,2016,AMARELO
"QMJ0423   ",5,54783872003,2003,CHUMBO
"XBN3324   ",18,53607585058,2006,CHUMBO
"GQB2401   ",83,66368946986,2019,CHUMBO
"HFC3269   ",25,21129699750,2003,BRANCO
"VFC6481   ",88,59632023184,2006,PRETO
"MPY3950   ",76,32481138774,2006,AMARELO
"FQN6942   ",35,72204228644,2002,PRETO
"CAG3421   ",94,97739961592,2010,CHUMBO
"JVP2531   ",35,66059610159,2014,PRATA
"BDE8854   ",3,34609224754,2014,BRANCO
"CIN3323   ",69,39839061706,2007,PRETO
"WOW0525   ",48,83342062068,2006,CHUMBO
"GCQ4671   ",72,10067384845,2009,CHUMBO
"MVJ9572   ",73,14128355477,2000,BRANCO
"KZC3811   ",17,33181069366,2015,CHUMBO
"NNU5351   ",92,98289015408,2001,CINZA
"UTP7955   ",27,58984566283,2016,CHUMBO
"BRH1679   ",28,70455885426,2015,AMARELO
"VVZ5853   ",21,41003033791,2001,PRETO
"EJM7511   ",90,51782176818,2020,CINZA
"NSH6763   ",71,77214446903,2010,CHUMBO
"WAE7398   ",86,32739012726,2022,BRANCO
"AKK2244   ",47,12671627312,2000,PRETO
"TIU3049   ",25,82676070683,2020,CHUMBO
"PMI8932   ",11,19418741455,2016,CHUMBO
"UDE5175   ",83,65336219919,2002,PRETO
"MXM3703   ",22,18456403433,2006,CINZA
"VOG8921   ",19,40441907812,2008,VERMELHO
"TUR5384   ",27,39028000821,2010,CHUMBO
"ZAA8777   ",46,54464445292,2017,CHUMBO
"EYW9856   ",14,85091957783,2012,PRATA
"VWG8212   ",87,38016825723,2017,PRATA
"XGR8184   ",97,69022609784,2018,CHUMBO
"UHN9219   ",34,25381744378,2005,PRATA
"FOB2039   ",47,15052489790,2013,PRETO
"VNH1243   ",88,56752972135,2021,AMARELO
"VNK3239   ",75,14534358617,2004,PRATA
"MYA2778   ",59,53543584197,2006,VERMELHO
"EEH3495   ",72,97096186400,2014,CHUMBO
"YMR6103   ",92,44866516092,2005,BRANCO
"BSV0583   ",47,84363618531,2019,VERMELHO
"CXU2243   ",15,62053631561,2019,CHUMBO
"GUM8487   ",66,91899487806,2024,CHUMBO
"QQA2629   ",6,89565332898,2005,PRATA
"LUD8270   ",64,80087624500,2010,BRANCO
"TJD6599   ",46,58690915559,2017,AMARELO
"CSJ7127   ",24,92113082509,2016,CHUMBO
"NFE3297   ",36,78005395620,2022,PRETO
"MRU6686   ",81,61224373689,2007,AMARELO
"PFP0923   ",26,17842816798,2007,CHUMBO
"ERR5673   ",47,99884483605,2024,BRANCO
"MVO4443   ",10,78635475704,2023,CHUMBO
"EGG2574   ",77,54674685767,2024,CHUMBO
"RNG6060   ",17,88869668737,2024,PRATA
"LCV2689   ",94,38870757990,2019,VERDE
"DDD6214   ",53,70472659710,2011,CHUMBO
"TBI4361   ",43,70558085597,2020,CHUMBO
"OLD6991   ",7,99365004329,2017,BRANCO
"BZQ4206   ",17,89537392368,2018,BRANCO
"BXU6004   ",54,87890097898,2007,BRANCO
"XRE7851   ",42,48055065487,2001,VERDE
"OPZ0781   ",45,13791853488,2018,BRANCO
"FNS1225   ",5,62413513529,2016,CHUMBO
"VAB0786   ",19,25836894305,2011,CHUMBO
"DPO6022   ",45,23701811531,2005,BRANCO
"PLH8601   ",80,15374493559,2000,CHUMBO
"IMY5466   ",54,49098051795,2015,PRATA
"ICA1260   ",59,25229301695,2001,CHUMBO
"ARE8729   ",61,44896918555,2003,CHUMBO
"GFG9178   ",63,67371617512,2019,CHUMBO
"AEI6187   ",22,32557564969,2021,BRANCO
"KHZ5815   ",25,32135560189,2014,CHUMBO
"YVB9899   ",94,90685358831,2022,CHUMBO
"ZJP4834   ",78,82491254826,2022,BRANCO
"BWZ1164   ",5,57150004291,2000,AMARELO
"VTH1073   ",75,58461940272,2023,CHUMBO
"JMM3546   ",87,75308870115,2019,VERMELHO
"PIX3102   ",49,73531468682,2022,PRATA
"QCS9370   ",4,47573754172,2024,CHUMBO
"SKF4311   ",4,69764549931,2000,VERMELHO
"MCL4474   ",98,77317103762,2021,PRETO
"AOA1676   ",36,24938717868,2008,BRANCO
"QPK9968   ",37,80743084191,2004,AMARELO
"KXW3465   ",72,27514173358,2011,AMARELO
"GTX9712   ",70,86795907381,2008,PRETO
